ID	ACTIVATIONDATE	DEACTIVATIONDATE	NAME	STATIONNUMBER	VISTANAME	AGENCY_ID	STREETCOUNTRY_ID	STREETADDRESSLINE1	STREETADDRESSLINE2	STREETADDRESSLINE3	STREETCITY	STREETSTATE_ID	STREETCOUNTY_ID	STREETPOSTALCODE	MAILINGCOUNTRY_ID	MAILINGADDRESSLINE1	MAILINGADDRESSLINE2	MAILINGADDRESSLINE3	MAILINGCITY	MAILINGSTATE_ID	MAILINGCOUNTY_ID	MAILINGPOSTALCODE	FACILITYTYPE_ID	MFN_ZEG_RECIPIENT	PARENT_ID	REALIGNEDFROM_ID	REALIGNEDTO_ID	VISN_ID	VERSION	CREATED	UPDATED	CREATEDBY	UPDATEDBY	CODE	POSTALNAME
"1,760,751"			FRANKLIN CBOC	629GE	FRANKLIN CBOC	"1,009,121"		603 HAIFLEIGH ST			FRANKLIN	"1,009,322"		70538-3734		603 HAIFLEIGH ST			FRANKLIN	"1,009,322"		70538-3734	"1,009,148"	0	"1,000,215"			"1,002,216"	0	2/8/2010 1:13:35.133788 PM	12/22/2011 10:19:27.393696 AM	DataBroker - 01/05/2010 changes	DataBroker - CQ# 0757 11/02/2011	CBOC	LA
"1,760,752"			BOGALUSA CBOC	629GF	BOGALUSA CBOC	"1,009,121"		319 MEMPHIS ST			BOGALUSA	"1,009,322"		70427-3845		319 MEMPHIS ST			BOGALUSA	"1,009,322"		70427-3845	"1,009,148"	0	"1,000,215"			"1,002,216"	0	2/8/2010 1:13:35.138915 PM	12/22/2011 10:19:27.397079 AM	DataBroker - 01/05/2010 changes	DataBroker - CQ# 0757 11/02/2011	CBOC	LA
"1,760,753"			FREMONT VA CLINIC	640GC	FREMONT VA CLINIC	"1,009,121"		39199 LIBERTY ST			FREMONT	"1,009,306"		94538-1501		39199 LIBERTY ST			FREMONT	"1,009,306"		94538-1501	"1,009,148"	0	"1,000,222"			"1,002,221"	0	2/8/2010 1:13:35.144138 PM	12/28/2015 11:05:25.947695 AM	DataBroker - 01/05/2010 changes	DataBroker - CQ# 0938 12/09/2015	CBOC	CA
"1,771,442"			KNOXVILLE CBOC	636GR	KNOXVILLE CBOC	"1,009,121"		1515 WEST PLEASANT			KNOXVILLE	"1,009,319"		50138-3399		1515 WEST PLEASANT			KNOXVILLE	"1,009,319"		50138-3399	"1,009,148"	0	"1,001,598"			"1,002,223"	0	5/17/2010 8:25:59.916899 AM	7/30/2012 1:50:21.586617 PM	DataBroker - 03/16/2010 changes	DataBroker - CQ# 0786 06/14/2012	CBOC	IA
"1,771,441"			SEDALIA CBOC	589JA	SEDALIA CBOC	"1,009,121"		3320 WEST 10TH ST			SEDALIA	"1,009,329"		65301-2111									"1,009,148"	0	"1,001,262"			"1,002,215"	0	5/17/2010 8:25:59.926858 AM	12/22/2011 10:19:27.410965 AM	DataBroker - 03/16/2010 changes	DataBroker - CQ# 0757 11/02/2011	CBOC	MO
"1,771,443"			SOUTH SOUND VA CLINIC	663GD	SOUTH SOUND VA CLINIC	"1,009,121"		151 NE HAMPE WAY			CHEHALIS	"1,009,353"		98532-2403									"1,009,148"	0	"1,000,243"			"1,002,220"	0	5/17/2010 8:25:59.933977 AM	12/9/2015 9:44:42.455907 AM	DataBroker - 03/16/2010 changes	DataBroker - CQ# 0936 11/03/2015	CBOC	WA
"1,771,854"			BAD AXE VA CLINIC	655GF	BAD AXE VA CLINIC	"1,009,121"		1142 S. VAN DYKE RD			BAD AXE	"1,009,326"		48413-9800		1142 S. VAN DYKE RD			BAD AXE	"1,009,326"		48413-9800	"1,009,148"	0	"1,000,236"			"1,002,210"	0	8/25/2010 9:21:37.795808 AM	6/9/2016 10:07:15.823558 AM	DataBroker - 08/16/2010 changes	DataBroker - CQ# 0943 5/4/2016	CBOC	MI
"1,771,570"			LEWISTON AUBURN CBOC	402GE	LEWISTON AUBURN CBOC	"1,009,121"		15 CHALLENGER DRIV			LEWISTON	"1,009,323"		04240-1041									"1,009,148"	0	"1,000,088"			"1,002,201"	0	6/24/2010 8:41:40.144692 AM	12/5/2012 1:04:57.536986 PM	DataBroker - 04/27/2010 changes	DataBroker - CQ# 0809 11/19/2012	CBOC	ME
"1,771,571"			OZARK CBOC	564GD	OZARK CBOC	"1,009,121"		2713 W. COMMERCIAL			OZARK	"1,009,305"		72949-3409		2713 W. COMMERCIAL			OZARK	"1,009,305"		72949-3409	"1,009,148"	0	"1,000,161"			"1,002,216"	0	6/24/2010 8:41:40.310843 AM	2/3/2012 10:18:08.110537 AM	DataBroker - 04/27/2010 changes	DataBroker - CQ# 0768 01/17/2012	CBOC	AR
"1,771,572"			RICHMOND CBOC	580GG	RICHMOND CBOC	"1,009,121"		"22001 S. W. FRWY, SUITE #200"			RICHMOND	"1,009,348"		77469-7003		"22001 S. W. FRWY, SUITE #200"			RICHMOND	"1,009,348"		77469-7003	"1,009,148"	0	"1,000,173"			"1,002,216"	0	6/24/2010 8:41:40.316462 AM	2/3/2012 10:18:08.113657 AM	DataBroker - 04/27/2010 changes	DataBroker - CQ# 0768 01/17/2012	CBOC	TX
"1,771,625"			DIAMOND VIEW VA CLINIC	654GD	DIAMOND VIEW VA CLINIC	"1,009,121"		110 BELLA WAY			SUSANVILLE	"1,009,306"		96130-9102		110 BELLA WAY			SUSANVILLE	"1,009,306"		96130-9102	"1,009,148"	0	"1,000,235"			"1,002,221"	0	6/24/2010 8:41:40.467082 AM	12/28/2015 11:05:25.892940 AM	DataBroker - 05/12/2010 changes	DataBroker - CQ# 0938 12/09/2015	CBOC	CA
"1,771,684"			BRATTLEBORO CBOC	405GC	BRATTLEBORO CBOC	"1,009,121"		71 GSP DRIVE			BRATTLEBORO	"1,009,350"		05301-4452									"1,009,148"	0	"1,000,089"			"1,002,201"	0	6/24/2010 8:41:40.620365 AM	12/4/2012 2:30:43.155928 PM	DataBroker - 06/08/2010 changes	DataBroker - CQ# 0800 10/17/2012	CBOC	VT
"1,771,685"			GUNTERSVILLE CBOC	521GI	GUNTERSVILLE CBOC	"1,009,121"		100 JUDY SMITH DRIVE			GUNTERSVILLE	"1,009,301"		35976-4500		100 JUDY SMITH DRIVE			GUNTERSVILLE	"1,009,301"		35976-4500	"1,009,148"	0	"1,000,125"			"1,002,207"	0	6/24/2010 8:41:40.637536 AM	4/12/2012 2:13:47.681273 PM	DataBroker - 06/08/2010 changes	DataBroker - CQ# 0771 02/06/2012	CBOC	AL
"1,771,686"			ROANE COUNTY VA CLINIC	626GL	ROANE COUNTY VA CLINIC	"1,009,121"		"2305 N. GATEWAY AVE, SUITE 2"			HARRIMAN	"1,009,347"		37748-8665									"1,009,148"	0	"1,000,213"			"1,002,209"	0	6/24/2010 8:41:40.643092 AM	12/9/2015 9:44:42.172593 AM	DataBroker - 06/08/2010 changes	DataBroker - CQ# 0936 11/03/2015	CBOC	TN
"1,776,794"			GREENBRIER COUNTY VA CLINIC	517GB	GREENBRIER COUNTY VA CLINIC	"1,009,121"		3584 DAVIS STUART ROAD			LEWISBURG	"1,009,354"		24901-9464									"1,009,148"	0	"1,000,121"			"1,002,205"	0	12/21/2010 12:57:15.585814 PM	6/9/2016 10:07:16.686600 AM	DataBroker - 11/22/2010 changes	DataBroker - CQ# 0943 5/4/2016	CBOC	WV
"1,776,795"			OAKHURST VA CLINIC	570GC	OAKHURST VA CLINIC	"1,009,121"		40597 WESTLAKE DRIVE			OAKHURST	"1,009,306"		93644-9024		2615 E CLINTON AVE			FRESNO	"1,009,306"		93703-2223	"1,009,148"	0	"1,000,167"			"1,002,221"	0	12/21/2010 12:57:15.597593 PM	12/9/2015 9:44:40.489558 AM	DataBroker - 11/22/2010 changes	DataBroker - CQ# 0936 11/03/2015	CBOC	CA
"1,776,798"			CLEARLAKE VA CLINIC	662GG	CLEARLAKE VA CLINIC	"1,009,121"		15145 LAKESHORE DR			CLEARLAKE	"1,009,306"		95422-8106									"1,009,148"	0	"1,000,242"			"1,002,221"	0	12/21/2010 12:57:15.666895 PM	12/28/2015 11:05:25.832606 AM	DataBroker - 11/22/2010 changes	DataBroker - CQ# 0938 12/09/2015	CBOC	CA
"1,777,030"			ROBESON COUNTY VA CLINIC	565GE	ROBESON COUNTY VA CLINIC	"1,009,121"		139 THREE HUNTS DRIVE			PEMBROKE	"1,009,337"		28372-6800									"1,009,148"	0	"1,000,162"			"1,002,206"	0	2/22/2011 10:41:45.704850 AM	12/9/2015 9:44:40.457765 AM	DataBroker - 01/05/2011 changes	DataBroker - CQ# 0936 11/03/2015	CBOC	NC
"1,784,140"			PARMA CBOC	541GL	PARMA CBOC	"1,009,121"		8787 BROOKPARK ROAD			PARMA	"1,009,339"		44129-6809									"1,009,148"	0	"1,000,144"			"1,002,210"	0	4/12/2012 2:13:47.070201 PM	12/4/2012 2:30:43.375564 PM	DataBroker - CQ# 0771 02/06/2012	DataBroker - CQ# 0800 10/17/2012	CBOC	OH
"1,784,141"			YUBA CITY CBOC	612GI	YUBA CITY CBOC	"1,009,121"		425 PLUMAS BLVD			YUBA CITY	"1,009,306"		95991-9998									"1,009,148"	0	"1,000,202"			"1,002,221"	0	4/12/2012 2:13:47.073118 PM	12/4/2012 2:30:43.492901 PM	DataBroker - CQ# 0771 02/06/2012	DataBroker - CQ# 0800 10/17/2012	CBOC	CA
"1,001,901"			GUAYAMA VA CLINIC	672GE	GUAYAMA VA CLINIC	"1,009,121"	"1,006,840"	"850 CALLE ARNALDO BRISTOL, SUITE 1"			GUAYAMA	"1,009,372"		00784-6876	"1,006,840"	"850 CALLE ARNALDO BRISTOL, SUITE 1"			GUAYAMA	"1,009,372"		00784-6876	"1,009,148"	0	"1,000,251"			"1,002,208"	0	6/4/2004 1:18:48.000000 PM	12/9/2015 9:44:42.516664 AM	Initial Load	DataBroker - CQ# 0936 11/03/2015	CBOC	PR
"1,001,906"			PORT RICHEY OUTPATIENT CLINIC	673BZ	PASCO OPC	"1,009,121"	"1,006,840"	9912 LITTLE ROAD			NEW PORT RICHEY	"1,009,312"		34654-3419	"1,006,840"	9912 LITTLE ROAD			NEW PORT RICHEY	"1,009,312"		34654-3419	"1,009,197"	0	"1,000,252"			"1,002,208"	0	6/4/2004 1:18:48.000000 PM	10/23/2008 11:45:47.380618 AM	Initial Load	DataBroker - 06/30/2008 changes	OPC	FL
"1,001,908"			LAKELAND VA CLINIC	673GB	LAKELAND VA CLINIC	"1,009,121"	"1,006,840"	4237 SOUTH PIPKIN			LAKELAND	"1,009,312"		33811-1442	"1,006,840"								"1,009,148"	0	"1,000,252"			"1,002,208"	0	6/4/2004 1:18:48.000000 PM	12/9/2015 9:44:42.530361 AM	Initial Load	DataBroker - CQ# 0936 11/03/2015	CBOC	FL
"1,001,909"			BROOKSVILLE CBOC	673GC	BROOKSVILLE CBOC	"1,009,121"	"1,006,840"	14540 CORTEZ BLVD STE 108			BROOKSVILLE	"1,009,312"		34613-6056	"1,006,840"	14540 CORTEZ BLVD STE 108			BROOKSVILLE	"1,009,312"		34613-6056	"1,009,148"	0	"1,000,252"			"1,002,208"	0	6/4/2004 1:18:48.000000 PM	12/22/2011 8:25:26.453168 AM	Initial Load	DataBroker - CQ# 0757 11/02/2011	CBOC	FL
"1,001,912"			ZEPHYRHILLS VA CLINIC	673GF	ZEPHYRHILLS VA CLINIC	"1,009,121"	"1,006,840"	6937 MEDICAL VIEW LANE			ZEPHYRHILLS	"1,009,312"		33542-6648	"1,006,840"								"1,009,148"	0	"1,000,252"			"1,002,208"	0	6/4/2004 1:18:48.000000 PM	12/9/2015 9:44:42.536922 AM	Initial Load	DataBroker - CQ# 0936 11/03/2015	CBOC	FL
"1,001,915"	10/01/1995 00:00:00		"WACO, TX VAMC"	674A4	DORIS MILLER VAMC	"1,009,121"	"1,006,840"	4800 MEMORIAL DRIVE			WACO	"1,009,348"		76711-1329	"1,006,840"	4800 MEMORIAL DRIVE			WACO	"1,009,348"		76711-1329	"1,009,231"	0	"1,000,253"	"1,000,260"		"1,002,217"	0	6/4/2004 1:18:48.000000 PM	7/1/2015 4:23:24.560345 PM	Initial Load	DataBroker - CQ# 0931 06/03/2015	VAMC	TX
"1,001,919"			AUSTIN VA CLINIC	674BY	AUSTIN VA CLINIC	"1,009,121"	"1,006,840"	7901 METROPOLIS DRIVE			AUSTIN	"1,009,348"		78744-3111	"1,006,840"								"1,009,197"	0	"1,000,253"			"1,002,217"	0	6/4/2004 1:18:48.000000 PM	12/28/2015 11:05:25.723350 AM	Initial Load	DataBroker - CQ# 0938 12/09/2015	OPC	TX
"1,753,516"			FRANKLIN VA CLINIC	637GA	FRANKLIN VA CLINIC	"1,009,121"		647 Wayah Street			FRANKLIN	"1,009,337"		28734-3390									"1,009,148"	0	"1,000,221"			"1,002,206"	0	10/22/2008 7:55:46.202710 AM	12/9/2015 9:44:42.193984 AM	DataBroker - 08/14/2008 changes	DataBroker - CQ# 0936 11/03/2015	CBOC	NC
"1,758,731"			CLARE VA CLINIC	655GE	CLARE VA CLINIC	"1,009,121"		11775 N. ISABELLA ROAD			CLARE	"1,009,326"		48617-9186									"1,009,148"	0	"1,000,236"			"1,002,210"	0	6/8/2009 4:20:41.729961 PM	6/9/2016 10:07:15.816118 AM	DataBroker - 03/19/2009 changes	DataBroker - CQ# 0943 5/4/2016	CBOC	MI
"1,758,737"			CHILDERSBURG CBOC	521GH	CHILDERSBURG CBOC	"1,009,121"		151 9TH AVE NW			CHILDERSBURG	"1,009,301"		35044-1231									"1,009,148"	0	"1,000,125"			"1,002,207"	0	6/8/2009 4:41:50.693944 PM	4/12/2012 2:13:47.628444 PM	DataBroker - 04/23/2009 changes	DataBroker - CQ# 0771 02/06/2012	CBOC	AL
"1,758,858"			WATERTOWN CBOC	438GF	WATERTOWN VA CBOC	"1,009,121"		917 29TH STREET SE			WATERTOWN	"1,009,346"		57201-9123									"1,009,148"	0	"1,000,097"			"1,002,223"	0	6/26/2009 11:49:32.170739 AM	4/12/2012 2:13:47.630779 PM	DataBroker - 06/11/2009 changes	DataBroker - CQ# 0771 02/06/2012	CBOC	SD
"1,758,859"			HOPKINSVILLE VA CLINIC	626GJ	HOPKINSVILLE VA CLINIC	"1,009,121"		1102 S. VIRGINIA DRIVE			HOPKINSVILLE	"1,009,321"		42240-3579									"1,009,148"	0	"1,000,213"			"1,002,209"	0	6/26/2009 11:49:32.366919 AM	12/9/2015 9:44:42.158141 AM	DataBroker - 06/11/2009 changes	DataBroker - CQ# 0936 11/03/2015	CBOC	KY
"1,758,860"			MCMINNVILLE VA CLINIC	626GK	MCMINNVILLE VA CLINIC	"1,009,121"		1014 S. CHANCERY STREET			MCMINNVILLE	"1,009,347"		37110-3704									"1,009,148"	0	"1,000,213"			"1,002,209"	0	6/26/2009 11:49:32.379977 AM	12/9/2015 9:44:42.165453 AM	DataBroker - 06/11/2009 changes	DataBroker - CQ# 0936 11/03/2015	CBOC	TN
"1,758,864"			FORT POLK VA CLINIC	502GF	FORT POLK VA CLINIC	"1,009,121"		3353 UNIVERSITY PARKWAY			LEESVILLE	"1,009,322"		71446-9041									"1,009,148"	0	"1,000,109"			"1,002,216"	0	6/26/2009 11:49:32.630037 AM	12/9/2015 9:44:39.950867 AM	DataBroker - 06/18/2009 changes	DataBroker - CQ# 0936 11/03/2015	CBOC	LA
"1,002,030"	10/01/1998 00:00:00		SEPULVEDA OUTPATIENT & NURSING HOME CARE	691A4	SEPULVEDA VAMC	"1,009,121"	"1,006,840"	16111 PLUMMER ST			SEPULVEDA	"1,009,306"		91343-2036	"1,006,840"	16111 PLUMMER ST			SEPULVEDA	"1,009,306"		91343-2036	"1,009,231"	0	"1,000,266"	"1,000,245"		"1,002,222"	0	6/4/2004 1:18:48.000000 PM	12/22/2011 8:25:27.065193 AM	Initial Load	DataBroker - CQ# 0757 11/02/2011	VAMC	CA
"1,002,041"	10/01/1998 00:00:00		SANTA BARBARA CBOC	691GB	SANTA BARBARA CBOC	"1,009,121"	"1,006,840"	4440 CALLE REAL			SANTA BARBARA	"1,009,306"		93110-1002	"1,006,840"	4440 CALLE REAL			SANTA BARBARA	"1,009,306"		93110-1002	"1,009,148"	0	"1,000,266"	"1,002,034"		"1,002,222"	0	6/4/2004 1:18:49.000000 PM	12/22/2011 8:25:27.070293 AM	Initial Load	DataBroker - CQ# 0757 11/02/2011	CBOC	CA
"1,002,042"			GARDENA CBOC	691GC	GARDENA	"1,009,121"	"1,006,840"	1251 REDONDO BEACH BLVD			GARDENA	"1,009,306"		90247-3456	"1,006,840"	1251 REDONDO BEACH BLVD			LOS ANGELES	"1,009,306"		90247-3456	"1,009,148"	0	"1,000,266"			"1,002,222"	0	6/4/2004 1:18:49.000000 PM	12/22/2011 8:25:27.074534 AM	Initial Load	DataBroker - CQ# 0757 11/02/2011	CBOC	CA
"1,002,043"	10/01/1998 00:00:00		BAKERSFIELD CBOC	691GD	BAKERSFIELD	"1,009,121"	"1,006,840"	1801 WESTWIND DRIVE			BAKERSFIELD	"1,009,306"		93301-3028	"1,006,840"	1801 WESTWIND DRIVE			BAKERSFIELD	"1,009,306"		93301-3028	"1,009,148"	0	"1,000,266"	"1,001,837"		"1,002,222"	0	6/4/2004 1:18:49.000000 PM	12/22/2011 8:25:27.078430 AM	Initial Load	DataBroker - CQ# 0757 11/02/2011	CBOC	CA
"1,635,999"			ST. JAMES VA CLINIC	589GY	ST. JAMES VA CLINIC	"1,009,121"		620 N. JEFFERSON			ST JAMES	"1,009,329"		65559-1926	"1,006,840"	620 NORTH JEFFERSON			ST JAMES	"1,009,329"		65559-1926	"1,009,148"	0	"1,001,262"			"1,002,215"	0	10/16/2007 12:33:33.521343 PM	12/9/2015 9:44:40.727648 AM	DataBroker - 01/31/07 changes	DataBroker - CQ# 0936 11/03/2015	CBOC	MO
"1,636,444"			WILLISTON CBOC	437GF	WILLISTON CBOC	"1,009,121"	"1,006,840"	205 MAIN STREET			WILLISTON	"1,009,338"		58801-6020	"1,006,840"	205 MAIN STREET			WILLISTON	"1,009,338"		58801-6020	"1,009,148"	0	"1,000,096"			"1,002,223"	0	10/16/2007 12:33:34.449471 PM	4/12/2012 2:13:47.580446 PM	DataBroker - 03/31/07 changes	DataBroker - CQ# 0771 02/06/2012	CBOC	ND
"1,636,446"			CONROE CBOC	580GD	CONROE CBOC	"1,009,121"	"1,006,840"	800 RIVERWOOD COURT			CONROE	"1,009,348"	"1,012,537"	77304-2890	"1,006,840"	800 RIVERWOOD COURT			CONROE	"1,009,348"	"1,012,537"	77304-2890	"1,009,148"	0	"1,000,173"			"1,002,216"	0	10/16/2007 12:33:34.459516 PM	2/3/2012 10:18:08.008520 AM	DataBroker - 03/31/07 changes	DataBroker - CQ# 0768 01/17/2012	CBOC	TX
"1,636,447"			EAST PORTLAND VA CLINIC	648GE	EAST PORTLAND VA CLINIC	"1,009,121"	"1,006,840"	1800 NE MARKET DRIVE			FAIRVIEW	"1,009,341"	"1,012,982"	97024-9998	"1,006,840"						"1,012,982"		"1,009,148"	0	"1,000,229"			"1,002,220"	0	10/16/2007 12:33:34.464948 PM	5/10/2016 1:27:38.248277 PM	DataBroker - 03/31/07 changes	DataBroker - CQ# 0942 4/6/2016	CBOC	OR
"1,001,197"			KANKAKEE COUNTY CBOC	578GC	KANKAKEE COUNTY CBOC	"1,009,121"	"1,006,840"	581 WILLIAM LATHAM DR			BOURBONNAIS	"1,009,317"		60914-2317	"1,006,840"						"1,011,812"		"1,009,148"	0	"1,000,171"			"1,002,212"	0	6/4/2004 1:18:48.000000 PM	4/12/2012 2:13:47.532057 PM	Initial Load	DataBroker - CQ# 0771 02/06/2012	CBOC	IL
"1,001,199"			HOFFMAN ESTATES VA CLINIC	578GE	ELGIN CBOC	"1,009,121"	"1,006,840"	4885 HOFFMAN BOULEVARD			HOFFMAN ESTATES	"1,009,317"		60192-3726	"1,006,840"						"1,011,803"		"1,009,148"	0	"1,000,171"			"1,002,212"	0	6/4/2004 1:18:48.000000 PM	6/9/2016 10:07:16.791110 AM	Initial Load	DataBroker - CQ# 0943 5/4/2016	CBOC	IL
"1,636,457"			CALDWELL VA CLINIC	531GG	CALDWELL VA CLINIC	"1,009,121"		4521 THOMAS JEFFERSON ST			CALDWELL	"1,009,316"		83605-5100	"1,006,840"								"1,009,148"	0	"1,000,135"			"1,002,220"	0	10/16/2007 3:03:53.723767 PM	12/9/2015 9:44:40.207518 AM	DataBroker - 05/31/07 changes	DataBroker - CQ# 0936 11/03/2015	CBOC	ID
"1,636,465"			LA GRANDE CBOC	687GC	LA GRANDE CBOC	"1,009,121"	"1,006,840"	202 12TH STREET			LA GRANDE	"1,009,341"		97850-2879									"1,009,148"	0	"1,000,262"	"1,000,874"		"1,002,220"	0	10/16/2007 3:03:53.824342 PM	9/1/2011 3:59:31.242616 PM	DataBroker - 05/31/07 changes	DataBroker - 08/03/2011 changes	CBOC	OR
"1,000,984"			HOLLYWOOD VA CLINIC	546GF	HOLLYWOOD VA CLINIC	"1,009,121"	"1,006,840"	3702 WASHINGTON ST. STE 201			HOLLYWOOD	"1,009,312"		33021-8282	"1,006,840"	"3702 WASHINGTON ST, STE 201"			HOLLYWOOD	"1,009,312"		33021-8282	"1,009,148"	0	"1,000,148"			"1,002,208"	0	6/4/2004 1:18:48.000000 PM	12/9/2015 9:44:40.272477 AM	Initial Load	DataBroker - CQ# 0936 11/03/2015	CBOC	FL
"1,000,986"			DEERFIELD BEACH CLINIC	546GH	DEERFIELD BEACH CLINIC	"1,009,121"	"1,006,840"	2100 SW 10TH STREET			DEERFIELD BEACH	"1,009,312"		33442-7690	"1,006,840"	2100 SW 10TH STREET			DEERFIELD BEACH	"1,009,312"		33442-7690	"1,009,148"	0	"1,000,148"			"1,002,208"	0	6/4/2004 1:18:48.000000 PM	12/9/2015 9:44:40.279083 AM	Initial Load	DataBroker - CQ# 0936 11/03/2015	CBOC	FL
"1,002,266"			VENANGO COUNTY VA CLINIC	562GD	VENANGO COUNTY VA CLINIC	"1,009,121"	"1,006,840"	464 Allegheny Blvd			FRANKLIN	"1,009,342"		16323-6259	"1,006,840"	464 Allegheny Blvd			FRANKLIN	"1,009,342"		16323-6259	"1,009,148"	0	"1,000,160"			"1,002,204"	0	6/22/2005 8:29:19.000000 AM	12/28/2015 11:05:26.312494 AM	Initial Load	DataBroker - CQ# 0938 12/09/2015	CBOC	PA
"1,002,267"			WARREN COUNTY CLINIC	562GE	WARREN COUNTY CLINIC	"1,009,121"	"1,006,840"	"FARM COLONY PROF BLDG, 3 FARM COLONY DR"			NORTH WARREN	"1,009,342"		16365-5209	"1,006,840"	"FARM COLONY PROF BLDG, 3 FARM COLONY DR"			NORTH WARREN	"1,009,342"		16365-5209	"1,009,148"	0	"1,000,160"			"1,002,204"	0	6/22/2005 8:29:19.000000 AM	2/3/2012 10:18:07.957693 AM	Initial Load	DataBroker - CQ# 0768 01/17/2012	CBOC	PA
"1,752,673"			MORRISTOWN VA CLINIC	621GG	MORRISTOWN VA CLINIC	"1,009,121"		925 EAST MORRIS BLVD			MORRISTOWN	"1,009,347"		37813-2499									"1,009,148"	0	"1,000,210"			"1,002,209"	0	10/23/2008 11:45:46.684643 AM	12/9/2015 9:44:42.096568 AM	DataBroker - 04/30/2008 changes	DataBroker - CQ# 0936 11/03/2015	CBOC	TN
"1,752,675"			MOUNT VERNON VA CLINIC	663GC	MOUNT VERNON VA CLINIC	"1,009,121"		307 SOUTH 13TH STREET			MOUNT VERNON	"1,009,353"		98274-4100		307 SOUTH 13TH STREET			MOUNT VERNON	"1,009,353"		98274-4100	"1,009,148"	0	"1,000,243"			"1,002,220"	0	10/23/2008 11:45:46.727397 AM	12/9/2015 9:44:42.447391 AM	DataBroker - 04/30/2008 changes	DataBroker - CQ# 0936 11/03/2015	CBOC	WA
"1,776,642"			BLAIRSVILLE CBOC	508GJ	BLAIRSVILLE CBOC	"1,009,121"		"1294 HIGHWAY 515 EAST, SUITE #100"			BLAIRSVILLE	"1,009,313"		30512-8599									"1,009,148"	0	"1,000,114"			"1,002,207"	0	11/3/2010 8:45:43.731829 AM	4/12/2012 2:13:47.688317 PM	DataBroker - 09/27/2010 changes	DataBroker - CQ# 0771 02/06/2012	CBOC	GA
"1,776,643"			CONWAY CBOC	598GG	CONWAY CBOC	"1,009,121"		1520 EAST DAVE WARD DRIVE			CONWAY	"1,009,305"		72032-9649									"1,009,148"	0	"1,000,189"			"1,002,216"	0	11/3/2010 8:45:43.832751 AM	12/22/2011 10:19:27.424183 AM	DataBroker - 09/27/2010 changes	DataBroker - CQ# 0757 11/02/2011	CBOC	AR
"1,776,644"			RUSSELLVILLE CBOC	598GH	RUSSELLVILLE CBOC	"1,009,121"		3106 WEST 2ND CT			RUSSELLVILLE	"1,009,305"		72801-4503									"1,009,148"	0	"1,000,189"			"1,002,216"	0	11/3/2010 8:45:43.838738 AM	12/22/2011 10:19:27.427495 AM	DataBroker - 09/27/2010 changes	DataBroker - CQ# 0757 11/02/2011	CBOC	AR
"1,776,705"			BRUNSWICK CBOC	557GE	BRUNSWICK CBOC	"1,009,121"		"1111 GLYNCO PARKWAY, PLAZA 2, #200"			BRUNSWICK	"1,009,313"		31525-7932									"1,009,148"	0	"1,000,157"			"1,002,207"	0	11/3/2010 8:45:43.893737 AM	2/3/2012 10:18:08.122288 AM	DataBroker - 10/13/2010 changes	DataBroker - CQ# 0768 01/17/2012	CBOC	GA
"1,776,706"			OTTUMWA CBOC	636GS	OTTUMWA CBOC	"1,009,121"		1009 EAST PENNSYLVANIA AVE			OTTUMWA	"1,009,319"		52501-2108									"1,009,148"	0	"1,001,600"			"1,002,223"	0	11/3/2010 8:45:43.899519 AM	12/22/2011 8:25:27.509210 AM	DataBroker - 10/13/2010 changes	DataBroker - CQ# 0757 11/02/2011	CBOC	IA
"1,776,707"			MCCOMB CBOC	586GG	MCCOMB CBOC - EFF 010111	"1,009,121"		1308 HARRISON AVE			MCCOMB	"1,009,328"		39648-2830		1308 HARRISON AVE			MCCOMB	"1,009,328"		39216-2830	"1,009,148"	0	"1,000,178"			"1,002,216"	0	11/3/2010 8:45:43.942120 AM	12/22/2011 10:19:27.432515 AM	DataBroker - 10/26/2010 changes	DataBroker - CQ# 0757 11/02/2011	CBOC	MS
"1,777,042"			IDES MCCLELLAN OPC	612MA	IDES MCCLELLAN OPC	"1,009,121"		5342 DUDLEY BLVD			MCCLELLAN PARK	"1,009,306"		95652-1012		10535 HOSPITAL WAY			MATHER	"1,009,306"		95652-1012	"1,009,197"	0	"1,001,410"			"1,002,221"	0	3/15/2011 11:53:43.844243 AM	12/22/2011 10:19:27.436040 AM	DataBroker - 01/27/2011 changes	DataBroker - CQ# 0757 11/02/2011	OPC	CA
"1,777,044"			WYTHEVILLE VA CLINIC	658GE	WYTHEVILLE VA CLINIC	"1,009,121"		165 PEPPERS FERRY ROAD			WYTHEVILLE	"1,009,351"		24382-2363		165 PEPPERS FERRY ROAD			WYTHEVILLE	"1,009,351"		24382-2363	"1,009,148"	0	"1,000,239"			"1,002,206"	0	3/15/2011 11:53:43.966995 AM	12/9/2015 9:44:42.374005 AM	DataBroker - 01/27/2011 changes	DataBroker - CQ# 0936 11/03/2015	CBOC	VA
"1,778,568"			HINESVILLE CBOC	534GE	HINESVILLE CBOC	"1,009,121"		500 EAST OGLETHORPE HIGHWAY			HINESVILLE	"1,009,313"		31313-2804									"1,009,148"	0	"1,000,138"			"1,002,207"	0	7/29/2011 8:19:42.429208 AM	7/1/2014 1:05:21.809802 PM	DataBroker - 06/21/2011 changes	DataBroker - CQ# 0909 06/09/2014	CBOC	GA
